univCanon,univRaw,year,type,detail,dept,quota,comp,addPass,g50,g70
가야대학교,가야대학교,2023,교과전형,인문계고전형,간호학과,100,2.02,316,3.38,3.50
가야대학교,가야대학교,2023,교과전형,인문계고전형,물리치료학과,39,1.96,181,3.75,4.00
가야대학교,가야대학교,2023,교과전형,일반전형,간호학과,15,1.82,85,3.25,3.75
가야대학교,가야대학교,2023,교과전형,일반전형,물리치료학과,2,6.75,10,1.38,1.38
가야대학교,가야대학교,2023,교과전형,일반전형,방사선학과,45,1.21,211,4.50,4.88
가야대학교,가야대학교,2023,교과전형,일반전형,사회복지상담학과,25,1.01,80,5.25,5.75
가야대학교,가야대학교,2023,교과전형,일반전형,스포츠재활복지학과,54,1.01,112,4.25,4.75
가야대학교,가야대학교,2023,교과전형,일반전형,작업치료학과,25,1.00,90,4.63,5.25
가야대학교,가야대학교,2023,교과전형,일반전형,특수교육과,25,1.02,38,4.38,4.88
가야대학교,가야대학교,2023,교과전형,지역인재전형,간호학과,30,2.57,61,3.25,3.38
가야대학교,가야대학교,2023,교과전형,지역인재전형,물리치료학과,10,2.25,26,3.63,3.88
가야대학교,가야대학교,2024,교과전형,가야인재전형,간호학과,110,1.43,395,3.38,3.75
가야대학교,가야대학교,2024,교과전형,가야인재전형,물리치료학과,41,1.94,113,3.63,3.75
가야대학교,가야대학교,2024,교과전형,일반전형,간호학과,16,2.09,82,2.88,3.00
가야대학교,가야대학교,2024,교과전형,일반전형,물리치료학과,2,2.06,14,3.25,3.25
가야대학교,가야대학교,2024,교과전형,일반전형,방사선학과,45,1.05,204,4.90,4.90
가야대학교,가야대학교,2024,교과전형,일반전형,부동산금융재테크학과,39,0.54,,3.00,3.88
가야대학교,가야대학교,2024,교과전형,일반전형,사회복지상담학과,40,0.65,,5.75,7.70
가야대학교,가야대학교,2024,교과전형,일반전형,스포츠재활복지학과,45,0.99,87,4.75,5.13
가야대학교,가야대학교,2024,교과전형,일반전형,특수교육과,24,1.00,9,3.13,4.38
가야대학교,가야대학교,2024,교과전형,지역인재전형,간호학과,18,1.49,86,3.25,2.00
가야대학교,가야대학교,2024,교과전형,지역인재전형,물리치료학과,8,2.94,27,1.88,3.50
가야대학교,가야대학교,2025,교과전형,가야인재전형,간호학과,110,1.32,356,3.60,3.88
가야대학교,가야대학교,2025,교과전형,가야인재전형,물리치료학과,41,1.41,130,4.03,4.25
가야대학교,가야대학교,2025,교과전형,일반전형,간호학과,16,1.58,90,2.75,3.50
가야대학교,가야대학교,2025,교과전형,일반전형,물리치료학과,2,2.29,22,2.63,2.63
가야대학교,가야대학교,2025,교과전형,일반전형,방사선학과,44,1.16,213,4.00,4.38
가야대학교,가야대학교,2025,교과전형,일반전형,부동산금융재테크학과,30,1.33,0,,5.63
가야대학교,가야대학교,2025,교과전형,일반전형,사회복지상담학과,40,1.06,4,,
가야대학교,가야대학교,2025,교과전형,일반전형,스포츠재활복지학과,45,1.00,99,4.63,5.00
가야대학교,가야대학교,2025,교과전형,일반전형,특수교육과,26,1.02,21,4.50,5.38
가야대학교,가야대학교,2025,교과전형,지역인재전형,간호학과,18,1.33,54,3.16,3.75
가야대학교,가야대학교,2025,교과전형,지역인재전형,물리치료학과,8,1.54,29,2.86,3.25
가야대학교,가야대학교,2026,교과전형,가야인재전형,간호학과,110,1.84,249,3.38,3.50
가야대학교,가야대학교,2026,교과전형,가야인재전형,물리치료학과,37,1.63,113,3.75,3.88
가야대학교,가야대학교,2026,교과전형,일반전형,간호학과,17,2.16,73,2.75,3.13
가야대학교,가야대학교,2026,교과전형,일반전형,물리치료학과,4,3.04,20,2.75,2.75
가야대학교,가야대학교,2026,교과전형,일반전형,방사선학과,44,2.09,116,3.75,3.88
가야대학교,가야대학교,2026,교과전형,일반전형,사회복지상담학과,40,1.03,0,6.00,7.00
가야대학교,가야대학교,2026,교과전형,일반전형,스포츠재활복지학과,40,1.52,90,4.25,4.50
가야대학교,가야대학교,2026,교과전형,일반전형,자유전공학부,14,0.64,0,,
가야대학교,가야대학교,2026,교과전형,일반전형,치유웰니스학과,19,1.00,4,6.00,6.00
가야대학교,가야대학교,2026,교과전형,일반전형,특수교육과,25,1.00,26,4.88,5.13
가야대학교,가야대학교,2026,교과전형,지역인재전형,간호학과,18,1.47,69,3.25,3.63
가야대학교,가야대학교,2026,교과전형,지역인재전형,물리치료학과,10,1.24,36,3.88,4.38
가천대학교,가천대학교,2023,교과전형,지역균형전형,간호학과,23,12.79,34,2.24,2.45
가천대학교,가천대학교,2023,교과전형,지역균형전형,건축학부,10,20.28,15,3.36,3.52
가천대학교,가천대학교,2023,교과전형,지역균형전형,경영학과,18,22.62,12,2.84,2.90
가천대학교,가천대학교,2023,교과전형,지역균형전형,경제학과,8,20.80,6,3.26,3.42
가천대학교,가천대학교,2023,교과전형,지역균형전형,경찰행정학과,6,22.03,1,2.62,2.63
가천대학교,가천대학교,2023,교과전형,지역균형전형,관광경영학과,6,10.64,5,2.50,2.65
가천대학교,가천대학교,2023,교과전형,지역균형전형,금융・빅데이터학부,6,6.15,6,3.38,3.66
가천대학교,가천대학교,2023,교과전형,지역균형전형,기계공학부,10,7.26,21,3.21,3.32
가천대학교,가천대학교,2023,교과전형,지역균형전형,도시계획・조경학부,8,20.09,1,3.65,3.73
가천대학교,가천대학교,2023,교과전형,지역균형전형,물리치료학과,5,15.86,2,2.29,2.39
가천대학교,가천대학교,2023,교과전형,지역균형전형,물리학과,6,7.10,6,3.76,3.91
가천대학교,가천대학교,2023,교과전형,지역균형전형,미디어커뮤니케이션학과,6,16.36,5,2.69,3.03
가천대학교,가천대학교,2023,교과전형,지역균형전형,미술・디자인학부(패션디자인),5,18.44,4,3.16,3.29
가천대학교,가천대학교,2023,교과전형,지역균형전형,바이오나노학과,6,13.20,4,2.83,3.17
가천대학교,가천대학교,2023,교과전형,지역균형전형,방사선학과,5,13.13,3,3.06,3.08
가천대학교,가천대학교,2023,교과전형,지역균형전형,배터리공학전공,5,15.67,1,3.49,3.76
가천대학교,가천대학교,2023,교과전형,지역균형전형,법과대학,8,14.48,11,3.18,3.19
가천대학교,가천대학교,2023,교과전형,지역균형전형,사회복지학과,6,16.64,5,3.05,3.12
가천대학교,가천대학교,2023,교과전형,지역균형전형,산업공학전공,5,7.50,7,3.45,3.61
가천대학교,가천대학교,2023,교과전형,지역균형전형,생명과학과,6,12.12,9,2.70,2.94
가천대학교,가천대학교,2023,교과전형,지역균형전형,설비・소방공학과,7,14.00,5,3.77,3.92
가천대학교,가천대학교,2023,교과전형,지역균형전형,소프트웨어전공,10,11.05,10,2.90,2.95
가천대학교,가천대학교,2023,교과전형,지역균형전형,스마트보안학과,5,24.29,2,3.37,3.55
가천대학교,가천대학교,2023,교과전형,지역균형전형,스마트시티융합학과,5,7.33,7,3.69,3.76
가천대학교,가천대학교,2023,교과전형,지역균형전형,스마트팩토리학과,5,20.29,2,3.63,3.74
가천대학교,가천대학교,2023,교과전형,지역균형전형,시스템반도체학과,5,8.70,5,3.41,3.45
가천대학교,가천대학교,2023,교과전형,지역균형전형,식품생명공학과,5,25.78,4,2.92,3.13
가천대학교,가천대학교,2023,교과전형,지역균형전형,식품영양학과,6,9.60,9,2.97,2.98
가천대학교,가천대학교,2023,교과전형,지역균형전형,신소재공학과,5,14.10,5,2.92,3.38
가천대학교,가천대학교,2023,교과전형,지역균형전형,심리학과,6,15.18,4,2.82,2.96
가천대학교,가천대학교,2023,교과전형,지역균형전형,약학과,3,24.00,0,1.43,1.53
가천대학교,가천대학교,2023,교과전형,지역균형전형,외국어계열,21,11.05,25,3.55,3.67
가천대학교,가천대학교,2023,교과전형,지역균형전형,운동재활학과,5,13.83,7,2.63,2.90
가천대학교,가천대학교,2023,교과전형,지역균형전형,유아교육학과,7,12.95,9,2.73,2.93
가천대학교,가천대학교,2023,교과전형,지역균형전형,응용통계학과,6,13.02,4,3.05,3.17
가천대학교,가천대학교,2023,교과전형,지역균형전형,의공학과,7,14.78,2,3.05,3.11
가천대학교,가천대학교,2023,교과전형,지역균형전형,의료산업경영학과,6,18.15,2,3.28,3.30
가천대학교,가천대학교,2023,교과전형,지역균형전형,의예과,5,11.88,3,1.10,1.10
가천대학교,가천대학교,2023,교과전형,지역균형전형,인공지능학과,15,16.50,9,3.31,3.58
가천대학교,가천대학교,2023,교과전형,지역균형전형,자유전공학부,7,16.90,13,3.23,3.41
가천대학교,가천대학교,2023,교과전형,지역균형전형,전기공학과,7,5.46,13,3.61,3.66
가천대학교,가천대학교,2023,교과전형,지역균형전형,전자공학전공,15,7.50,16,3.15,3.28
가천대학교,가천대학교,2023,교과전형,지역균형전형,치위생학과,5,17.17,1,2.94,3.06
가천대학교,가천대학교,2023,교과전형,지역균형전형,컴퓨터공학과,15,10.55,13,2.97,3.05
가천대학교,가천대학교,2023,교과전형,지역균형전형,토목환경공학과,5,21.67,1,3.54,3.55
가천대학교,가천대학교,2023,교과전형,지역균형전형,한국어문학과,6,12.13,3,3.09,3.29
가천대학교,가천대학교,2023,교과전형,지역균형전형,한의예과,3,12.15,3,1.47,1.51
가천대학교,가천대학교,2023,교과전형,지역균형전형,행정학과,7,14.16,6,2.92,2.94
가천대학교,가천대학교,2023,교과전형,지역균형전형,화공생명배터리공학부,10,24.06,7,2.80,2.91
가천대학교,가천대학교,2023,교과전형,지역균형전형,화학과,6,6.82,10,2.76,2.85
가천대학교,가천대학교,2023,교과전형,지역균형전형,회계세무학과,7,15.48,2,2.82,3.04
가천대학교,가천대학교,2023,교과전형,학생부전형,간호학과,39,2.76,64,1.87,2.07
가천대학교,가천대학교,2023,교과전형,학생부전형,건축학부,17,4.23,20,2.84,3.12
가천대학교,가천대학교,2023,교과전형,학생부전형,경영학과,35,3.98,75,2.60,2.73
가천대학교,가천대학교,2023,교과전형,학생부전형,경제학과,10,4.17,25,2.73,2.90
가천대학교,가천대학교,2023,교과전형,학생부전형,경찰행정학과,6,4.43,12,2.24,2.49
가천대학교,가천대학교,2023,교과전형,학생부전형,관광경영학과,7,4.08,10,2.90,2.99
가천대학교,가천대학교,2023,교과전형,학생부전형,금융・빅데이터학부,7,4.90,11,2.82,2.87
가천대학교,가천대학교,2023,교과전형,학생부전형,기계공학부,11,1.90,33,3.74,4.68
가천대학교,가천대학교,2023,교과전형,학생부전형,도시계획・조경학부,10,3.09,22,3.02,3.22
가천대학교,가천대학교,2023,교과전형,학생부전형,물리치료학과,5,20.20,0,1.21,1.44
가천대학교,가천대학교,2023,교과전형,학생부전형,물리학과,6,4.20,14,3.04,3.04
가천대학교,가천대학교,2023,교과전형,학생부전형,미디어커뮤니케이션학과,8,3.98,27,2.63,2.75
가천대학교,가천대학교,2023,교과전형,학생부전형,미술・디자인학부(패션디자인),6,13.80,4,2.70,2.89
가천대학교,가천대학교,2023,교과전형,학생부전형,바이오나노학과,7,3.95,7,2.45,2.46
가천대학교,가천대학교,2023,교과전형,학생부전형,방사선학과,5,5.19,11,2.36,2.63
가천대학교,가천대학교,2023,교과전형,학생부전형,배터리공학전공,7,5.41,8,2.98,2.99
가천대학교,가천대학교,2023,교과전형,학생부전형,법과대학,10,4.81,17,2.70,2.88
가천대학교,가천대학교,2023,교과전형,학생부전형,사회복지학과,6,2.21,23,3.15,3.86
가천대학교,가천대학교,2023,교과전형,학생부전형,산업공학전공,7,3.55,20,2.92,3.00
가천대학교,가천대학교,2023,교과전형,학생부전형,생명과학과,6,9.11,10,2.33,2.44
가천대학교,가천대학교,2023,교과전형,학생부전형,설비・소방공학과,10,5.41,12,3.02,3.42
가천대학교,가천대학교,2023,교과전형,학생부전형,소프트웨어전공,10,2.77,33,2.45,2.56
가천대학교,가천대학교,2023,교과전형,학생부전형,스마트보안학과,7,2.62,16,2.97,3.03
가천대학교,가천대학교,2023,교과전형,학생부전형,스마트시티융합학과,8,3.03,20,2.94,3.23
가천대학교,가천대학교,2023,교과전형,학생부전형,스마트팩토리학과,7,5.88,8,2.88,2.94
가천대학교,가천대학교,2023,교과전형,학생부전형,시스템반도체학과,7,2.97,22,2.72,2.84
가천대학교,가천대학교,2023,교과전형,학생부전형,식품생명공학과,7,3.69,15,2.49,2.63
가천대학교,가천대학교,2023,교과전형,학생부전형,식품영양학과,7,4.39,11,2.63,2.84
가천대학교,가천대학교,2023,교과전형,학생부전형,신소재공학과,7,3.72,12,2.54,2.70
가천대학교,가천대학교,2023,교과전형,학생부전형,심리학과,6,5.24,16,2.60,2.63
가천대학교,가천대학교,2023,교과전형,학생부전형,외국어계열,25,3.67,56,2.93,3.07
가천대학교,가천대학교,2023,교과전형,학생부전형,운동재활학과,5,5.40,5,2.86,3.12
가천대학교,가천대학교,2023,교과전형,학생부전형,유아교육학과,7,2.77,14,2.92,2.97
가천대학교,가천대학교,2023,교과전형,학생부전형,응용통계학과,6,4.20,8,2.67,2.69
가천대학교,가천대학교,2023,교과전형,학생부전형,의공학과,8,2.73,14,2.85,2.92
가천대학교,가천대학교,2023,교과전형,학생부전형,의료산업경영학과,7,4.55,9,2.99,3.10
가천대학교,가천대학교,2023,교과전형,학생부전형,인공지능학과,15,3.29,26,2.67,2.83
가천대학교,가천대학교,2023,교과전형,학생부전형,자유전공학부,12,4.84,20,2.65,2.86
가천대학교,가천대학교,2023,교과전형,학생부전형,전기공학과,10,2.82,18,2.87,3.08
가천대학교,가천대학교,2023,교과전형,학생부전형,전자공학전공,15,3.75,31,2.64,2.86
가천대학교,가천대학교,2023,교과전형,학생부전형,치위생학과,5,5.50,5,2.68,2.82
가천대학교,가천대학교,2023,교과전형,학생부전형,컴퓨터공학과,15,4.20,35,2.59,2.77
가천대학교,가천대학교,2023,교과전형,학생부전형,토목환경공학과,7,3.62,17,3.13,3.26
가천대학교,가천대학교,2023,교과전형,학생부전형,한국어문학과,6,3.81,11,2.90,3.00
가천대학교,가천대학교,2023,교과전형,학생부전형,행정학과,7,4.00,18,2.89,2.95
가천대학교,가천대학교,2023,교과전형,학생부전형,화공생명배터리공학부,12,2.98,21,2.41,2.49
가천대학교,가천대학교,2023,교과전형,학생부전형,화학과,6,5.48,9,2.54,2.54
가천대학교,가천대학교,2023,교과전형,학생부전형,회계세무학과,10,3.69,16,3.07,3.26
가천대학교,가천대학교,2023,논술전형,논술전형,간호학과,80,34.73,8,3.34,4.21
가천대학교,가천대학교,2023,논술전형,논술전형,건축학부,26,21.98,7,4.30,4.72
가천대학교,가천대학교,2023,논술전형,논술전형,경영학과,75,21.86,7,4.19,4.70
가천대학교,가천대학교,2023,논술전형,논술전형,경제학과,25,15.18,3,4.56,5.33
가천대학교,가천대학교,2023,논술전형,논술전형,경찰행정학과,10,27.40,0,3.44,4.00
가천대학교,가천대학교,2023,논술전형,논술전형,관광경영학과,11,20.60,0,4.52,5.16
가천대학교,가천대학교,2023,논술전형,논술전형,금융・빅데이터학부,12,15.09,2,3.84,4.14
가천대학교,가천대학교,2023,논술전형,논술전형,기계공학부,20,16.90,9,4.12,4.43
가천대학교,가천대학교,2023,논술전형,논술전형,도시계획・조경학부,20,16.61,3,4.42,4.74
가천대학교,가천대학교,2023,논술전형,논술전형,물리치료학과,10,46.40,0,3.97,4.09
가천대학교,가천대학교,2023,논술전형,논술전형,물리학과,13,11.70,5,4.53,4.69
가천대학교,가천대학교,2023,논술전형,논술전형,미디어커뮤니케이션학과,14,30.50,0,4.00,4.69
가천대학교,가천대학교,2023,논술전형,논술전형,미술・디자인학부(패션디자인),8,23.40,0,4.16,4.36
가천대학교,가천대학교,2023,논술전형,논술전형,바이오나노학과,14,19.44,3,4.08,5.06
가천대학교,가천대학교,2023,논술전형,논술전형,방사선학과,10,26.33,2,3.55,3.86
가천대학교,가천대학교,2023,논술전형,논술전형,배터리공학전공,15,20.25,1,4.35,4.94
가천대학교,가천대학교,2023,논술전형,논술전형,법과대학,22,16.92,4,4.37,5.08
가천대학교,가천대학교,2023,논술전형,논술전형,사회복지학과,10,16.64,1,4.59,4.84
가천대학교,가천대학교,2023,논술전형,논술전형,산업공학전공,14,15.54,6,4.30,4.89
가천대학교,가천대학교,2023,논술전형,논술전형,생명과학과,13,18.06,6,4.45,4.86
가천대학교,가천대학교,2023,논술전형,논술전형,설비・소방공학과,20,17.14,1,4.77,5.15
가천대학교,가천대학교,2023,논술전형,논술전형,소프트웨어전공,20,25.69,6,4.00,4.33
가천대학교,가천대학교,2023,논술전형,논술전형,스마트보안학과,14,21.35,2,4.12,4.65
가천대학교,가천대학교,2023,논술전형,논술전형,스마트시티융합학과,13,17.31,3,4.58,5.00
가천대학교,가천대학교,2023,논술전형,논술전형,스마트팩토리학과,14,18.29,2,4.08,4.35
가천대학교,가천대학교,2023,논술전형,논술전형,시스템반도체학과,14,20.69,4,4.48,5.14
가천대학교,가천대학교,2023,논술전형,논술전형,식품생명공학과,14,18.43,4,4.27,4.73
가천대학교,가천대학교,2023,논술전형,논술전형,식품영양학과,13,14.64,6,4.34,5.09
가천대학교,가천대학교,2023,논술전형,논술전형,신소재공학과,14,23.88,3,4.09,4.26
가천대학교,가천대학교,2023,논술전형,논술전형,심리학과,10,26.00,0,4.04,4.48
가천대학교,가천대학교,2023,논술전형,논술전형,외국어계열,53,15.72,6,4.43,5.04
가천대학교,가천대학교,2023,논술전형,논술전형,운동재활학과,10,20.82,1,4.80,5.04
가천대학교,가천대학교,2023,논술전형,논술전형,유아교육학과,14,14.96,2,4.22,4.55
가천대학교,가천대학교,2023,논술전형,논술전형,응급구조학과,6,17.02,2,3.45,3.56
가천대학교,가천대학교,2023,논술전형,논술전형,응용통계학과,13,14.73,2,4.13,4.44
가천대학교,가천대학교,2023,논술전형,논술전형,의공학과,13,16.17,3,4.06,4.18
가천대학교,가천대학교,2023,논술전형,논술전형,의료산업경영학과,13,17.40,0,4.38,4.71
가천대학교,가천대학교,2023,논술전형,논술전형,인공지능학과,37,23.32,6,4.21,5.05
가천대학교,가천대학교,2023,논술전형,논술전형,자유전공학부,20,21.82,2,4.47,5.01
가천대학교,가천대학교,2023,논술전형,논술전형,전기공학과,20,16.43,8,4.12,4.73
가천대학교,가천대학교,2023,논술전형,논술전형,전자공학전공,30,18.75,14,4.24,4.81
가천대학교,가천대학교,2023,논술전형,논술전형,치위생학과,10,24.40,0,4.20,4.34
가천대학교,가천대학교,2023,논술전형,논술전형,컴퓨터공학과,40,26.20,20,4.27,4.84
가천대학교,가천대학교,2023,논술전형,논술전형,토목환경공학과,14,13.93,7,4.40,4.91
가천대학교,가천대학교,2023,논술전형,논술전형,한국어문학과,11,15.40,2,4.60,5.00
가천대학교,가천대학교,2023,논술전형,논술전형,행정학과,11,18.88,1,4.03,4.20
가천대학교,가천대학교,2023,논술전형,논술전형,화공생명배터리공학부,20,20.60,10,3.84,4.36
가천대학교,가천대학교,2023,논술전형,논술전형,화학과,13,16.74,3,4.64,5.12
가천대학교,가천대학교,2023,논술전형,논술전형,회계세무학과,13,13.98,3,4.47,5.21
가천대학교,가천대학교,2023,종합전형,가천의약학전형,약학과,12,31.26,7,,2.50
가천대학교,가천대학교,2023,종합전형,가천의약학전형,의예과,20,30.15,7,,2.21
가천대학교,가천대학교,2023,종합전형,가천의약학전형,한의예과,12,21.80,0,,2.32
가천대학교,가천대학교,2023,종합전형,바람개비전형,간호학과,43,10.32,27,,2.82
가천대학교,가천대학교,2023,종합전형,바람개비전형,건축학부,17,5.97,26,,3.75
가천대학교,가천대학교,2023,종합전형,바람개비전형,경영학과,55,10.58,23,,3.78
가천대학교,가천대학교,2023,종합전형,바람개비전형,경제학과,19,5.96,17,,3.96
가천대학교,가천대학교,2023,종합전형,바람개비전형,경찰행정학과,11,11.00,7,,2.94
가천대학교,가천대학교,2023,종합전형,바람개비전형,관광경영학과,8,7.25,9,,4.67
가천대학교,가천대학교,2023,종합전형,바람개비전형,금융・빅데이터학부,7,3.45,6,,4.14
가천대학교,가천대학교,2023,종합전형,바람개비전형,기계공학부,15,4.32,27,,4.02
가천대학교,가천대학교,2023,종합전형,바람개비전형,도시계획・조경학부,10,4.52,19,,3.67
가천대학교,가천대학교,2023,종합전형,바람개비전형,물리치료학과,7,27.30,2,,3.39
가천대학교,가천대학교,2023,종합전형,바람개비전형,물리학과,10,3.38,11,,3.97
가천대학교,가천대학교,2023,종합전형,바람개비전형,미디어커뮤니케이션학과,12,21.60,7,,3.56
가천대학교,가천대학교,2023,종합전형,바람개비전형,미술・디자인학부(패션디자인),6,17.53,3,,4.09
가천대학교,가천대학교,2023,종합전형,바람개비전형,바이오나노학과,6,6.77,8,,3.49
가천대학교,가천대학교,2023,종합전형,바람개비전형,방사선학과,7,27.90,0,,3.61
가천대학교,가천대학교,2023,종합전형,바람개비전형,배터리공학전공,6,5.10,4,,3.36
가천대학교,가천대학교,2023,종합전형,바람개비전형,법과대학,15,7.63,9,,3.59
가천대학교,가천대학교,2023,종합전형,바람개비전형,사회복지학과,10,11.19,11,,3.78
가천대학교,가천대학교,2023,종합전형,바람개비전형,산업공학전공,5,7.00,4,,3.96
가천대학교,가천대학교,2023,종합전형,바람개비전형,생명과학과,8,15.47,10,,3.65
가천대학교,가천대학교,2023,종합전형,바람개비전형,설비・소방공학과,10,5.86,4,,3.97
가천대학교,가천대학교,2023,종합전형,바람개비전형,소프트웨어전공,20,8.69,9,,3.41
가천대학교,가천대학교,2023,종합전형,바람개비전형,스마트보안학과,5,10.50,5,,4.30
가천대학교,가천대학교,2023,종합전형,바람개비전형,스마트시티융합학과,6,3.90,6,,4.38
가천대학교,가천대학교,2023,종합전형,바람개비전형,스마트팩토리학과,5,5.30,5,,4.09
가천대학교,가천대학교,2023,종합전형,바람개비전형,시스템반도체학과,5,5.56,4,,4.06
가천대학교,가천대학교,2023,종합전형,바람개비전형,식품생명공학과,6,7.48,9,,3.49
가천대학교,가천대학교,2023,종합전형,바람개비전형,식품영양학과,6,13.80,3,,3.71
가천대학교,가천대학교,2023,종합전형,바람개비전형,신소재공학과,6,6.16,5,,2.95
가천대학교,가천대학교,2023,종합전형,바람개비전형,심리학과,10,14.31,6,,4.17
가천대학교,가천대학교,2023,종합전형,바람개비전형,외국어계열,38,8.21,31,,4.40
가천대학교,가천대학교,2023,종합전형,바람개비전형,운동재활학과,7,14.00,5,,4.93
가천대학교,가천대학교,2023,종합전형,바람개비전형,유아교육학과,10,12.76,11,,3.59
가천대학교,가천대학교,2023,종합전형,바람개비전형,응급구조학과,4,39.00,0,,4.30
가천대학교,가천대학교,2023,종합전형,바람개비전형,응용통계학과,7,3.39,6,,3.88
가천대학교,가천대학교,2023,종합전형,바람개비전형,의공학과,7,4.48,8,,3.37
가천대학교,가천대학교,2023,종합전형,바람개비전형,의료산업경영학과,7,6.74,1,,4.23
가천대학교,가천대학교,2023,종합전형,바람개비전형,인공지능학과,30,4.83,34,,3.93
가천대학교,가천대학교,2023,종합전형,바람개비전형,전기공학과,11,3.78,12,,3.98
가천대학교,가천대학교,2023,종합전형,바람개비전형,전자공학전공,20,2.76,38,,3.67
가천대학교,가천대학교,2023,종합전형,바람개비전형,치위생학과,7,9.36,1,,3.52
가천대학교,가천대학교,2023,종합전형,바람개비전형,컴퓨터공학과,20,9.38,12,,3.62
가천대학교,가천대학교,2023,종합전형,바람개비전형,토목환경공학과,6,3.83,12,,4.03
가천대학교,가천대학교,2023,종합전형,바람개비전형,한국어문학과,10,7.55,10,,4.06
가천대학교,가천대학교,2023,종합전형,바람개비전형,행정학과,7,7.80,7,,3.48
가천대학교,가천대학교,2023,종합전형,바람개비전형,화공생명배터리공학부,20,10.54,6,,3.56
가천대학교,가천대학교,2023,종합전형,바람개비전형,화학과,10,5.23,12,,3.78
가천대학교,가천대학교,2024,교과전형,지역균형전형,간호학과,20,6.97,19,,2.22
가천대학교,가천대학교,2024,교과전형,지역균형전형,건축학부,10,9.63,9,,3.42
가천대학교,가천대학교,2024,교과전형,지역균형전형,경영학과,18,4.26,31,,3.04
가천대학교,가천대학교,2024,교과전형,지역균형전형,경제학과,6,4.37,15,,3.04
가천대학교,가천대학교,2024,교과전형,지역균형전형,경찰행정학과,6,4.37,8,,2.74
가천대학교,가천대학교,2024,교과전형,지역균형전형,관광경영학과,6,6.00,4,,3.37
가천대학교,가천대학교,2024,교과전형,지역균형전형,금융・빅데이터학부,6,8.40,1,,3.19
가천대학교,가천대학교,2024,교과전형,지역균형전형,기계공학부,8,6.30,8,,3.18
가천대학교,가천대학교,2024,교과전형,지역균형전형,도시계획・조경학부,7,11.01,4,,3.44
가천대학교,가천대학교,2024,교과전형,지역균형전형,물리치료학과,5,8.00,3,,2.25
가천대학교,가천대학교,2024,교과전형,지역균형전형,물리학과,6,6.16,5,,3.69
가천대학교,가천대학교,2024,교과전형,지역균형전형,미디어커뮤니케이션학과,6,13.88,2,,2.42
가천대학교,가천대학교,2024,교과전형,지역균형전형,바이오나노학과,6,5.45,7,,2.81
가천대학교,가천대학교,2024,교과전형,지역균형전형,반도체・전자공학부,16,4.89,21,,3.22
가천대학교,가천대학교,2024,교과전형,지역균형전형,방사선학과,5,14.57,2,,2.78
가천대학교,가천대학교,2024,교과전형,지역균형전형,법과대학,9,7.62,6,,3.13
가천대학교,가천대학교,2024,교과전형,지역균형전형,빅데이터경영전공,6,6.98,2,,3.33
가천대학교,가천대학교,2024,교과전형,지역균형전형,사회복지학과,6,4.52,9,,3.23
가천대학교,가천대학교,2024,교과전형,지역균형전형,산업공학전공,5,6.55,6,,3.07
가천대학교,가천대학교,2024,교과전형,지역균형전형,생명과학과,6,9.52,2,,2.59
가천대학교,가천대학교,2024,교과전형,지역균형전형,설비・소방공학과,6,18.00,1,,3.51
가천대학교,가천대학교,2024,교과전형,지역균형전형,소프트웨어전공,8,5.60,4,,3.19
가천대학교,가천대학교,2024,교과전형,지역균형전형,스마트보안학과,6,6.30,4,,3.34
가천대학교,가천대학교,2024,교과전형,지역균형전형,스마트시티학과,5,14.50,1,,3.54
가천대학교,가천대학교,2024,교과전형,지역균형전형,스마트팩토리학과,5,9.25,3,,3.66
가천대학교,가천대학교,2024,교과전형,지역균형전형,식품생명공학과,5,10.13,3,,2.88
가천대학교,가천대학교,2024,교과전형,지역균형전형,식품영양학과,6,8.10,2,,3.30
가천대학교,가천대학교,2024,교과전형,지역균형전형,신소재공학과,5,4.57,9,,3.16
가천대학교,가천대학교,2024,교과전형,지역균형전형,심리학과,6,8.28,4,,3.01
가천대학교,가천대학교,2024,교과전형,지역균형전형,외국어계열,24,7.12,35,,3.27
가천대학교,가천대학교,2024,교과전형,지역균형전형,운동재활학과,5,10.17,1,,3.45
가천대학교,가천대학교,2024,교과전형,지역균형전형,유아교육학과,6,6.13,3,,3.13
가천대학교,가천대학교,2024,교과전형,지역균형전형,응용통계학과,6,7.00,0,,3.85
가천대학교,가천대학교,2024,교과전형,지역균형전형,의공학과,5,7.33,1,,3.03
가천대학교,가천대학교,2024,교과전형,지역균형전형,의료산업경영학과,6,7.33,3,,3.07
가천대학교,가천대학교,2024,교과전형,지역균형전형,인공지능학과,15,5.02,28,,3.22
가천대학교,가천대학교,2024,교과전형,지역균형전형,자유전공학부,5,20.43,2,,3.20
가천대학교,가천대학교,2024,교과전형,지역균형전형,전기공학과,7,7.04,10,,3.25
가천대학교,가천대학교,2024,교과전형,지역균형전형,치위생학과,5,6.50,1,,3.25
가천대학교,가천대학교,2024,교과전형,지역균형전형,컴퓨터공학과,15,6.53,5,,3.29
가천대학교,가천대학교,2024,교과전형,지역균형전형,토목환경공학과,5,9.14,2,,3.40
가천대학교,가천대학교,2024,교과전형,지역균형전형,패션산업학과,5,7.90,5,,3.26
가천대학교,가천대학교,2024,교과전형,지역균형전형,한국어문학과,6,4.52,7,,3.38
가천대학교,가천대학교,2024,교과전형,지역균형전형,행정학과,7,3.95,10,,3.27
